0.014194444;;;;
0.763;;;;
1.0105;;;;
0.973625;0.628;;;
0.842777778;0.978;;;
0.88675;0.9523;;;
0.8662;0.8692;0.905444444;;
0.805111111;0.8971;0.827444444;;
0.742333333;0.808666667;0.8388;0.7599;
0.738428571;0.7274;0.7802;0.882555556;0.407
0.6842;0.7343;0.7425;0.7656;0.704375
0.693222222;0.690111111;0.8;0.7527;0.810285714
0.744;0.783888889;0.6861;0.727111111;0.7706
0.737444444;0.718625;0.763;0.774222222;0.761625
0.7606;0.659333333;0.7755;0.7103;0.7975
0.6818;0.6756;0.7536;0.804666667;0.823875
0.728333333;0.748333333;0.746444444;0.7867;0.7358
0.707333333;0.7309;0.717833333;0.7799;0.7692
0.7261;0.7065;0.782777778;0.757777778;0.724444444
0.692285714;0.780875;0.7238;0.7214;0.7739
0.724375;0.776;0.723875;0.740714286;0.794
0.673875;0.7649;0.705;0.745888889;0.756
0.719777778;0.7442;0.790222222;0.72025;0.7696
0.733;0.740444444;0.8036;0.7637;0.6902
0.7221;0.7514;0.798666667;0.7688;0.747222222
0.736875;0.74225;0.713777778;0.751555556;0.794111111
0.687625;0.739625;0.689;0.7605;0.759625
0.7311;0.728875;0.743333333;0.740666667;0.8009
0.743111111;0.7731;0.731666667;0.79275;0.814444444
0.72;0.7058;0.765;0.804857143;0.78725
0.714777778;0.727;0.736222222;0.820444444;0.7993
0.7005;0.759;0.8341;0.742625;0.7805
0.7548;0.650111111;0.721333333;0.7835;0.794777778
0.7554;0.723333333;0.709777778;0.746666667;0.8113
0.7018;0.7396;0.773777778;0.731;0.7872
0.727125;0.6584;0.788111111;0.7081;0.716666667
0.727375;0.7408;0.7434;0.779333333;0.72825
0.6616;0.7247;0.820444444;0.7281;0.798285714
0.664888889;0.72625;0.720875;0.819666667;0.81
0.6287;0.72625;0.770875;0.775;0.798625
0.7472;0.776375;0.7457;0.7721;0.796
0.7298;0.701111111;0.797833333;0.856625;0.766444444
0.730375;0.7677;0.7495;0.753333333;0.781111111
0.7492;0.7019;0.758;0.717;0.7532
0.7068;0.7891;0.775444444;0.766444444;0.727571429
0.6988;0.73025;0.701222222;0.759;0.70525