"Time","reducirimagen.openfaas-fn","reducirimagen.openfaas-fn","reducirimagen.openfaas-fn","reducirimagen.openfaas-fn"
2025-01-29 22:02:45,0.388,NaN,,NaN
2025-01-29 22:03:00,0.369,NaN,,NaN
2025-01-29 22:03:15,0.323,NaN,,NaN
2025-01-29 22:03:30,0.331,NaN,,NaN
2025-01-29 22:03:45,0.333,NaN,,NaN
2025-01-29 22:04:00,0.291,NaN,,NaN
2025-01-29 22:04:15,NaN,NaN,,NaN
2025-01-29 22:04:30,NaN,NaN,,NaN
2025-01-29 22:04:45,NaN,NaN,,NaN
2025-01-29 22:05:00,NaN,NaN,,NaN
2025-01-29 22:05:15,1.92,NaN,,NaN
2025-01-29 22:05:30,2.00,NaN,,NaN
2025-01-29 22:05:45,1.41,NaN,,NaN
2025-01-29 22:06:00,0.962,NaN,,NaN
2025-01-29 22:06:15,0.929,NaN,,NaN
2025-01-29 22:06:30,0.582,NaN,,NaN
2025-01-29 22:06:45,1.02,NaN,,NaN
2025-01-29 22:07:00,0.859,NaN,,NaN
2025-01-29 22:07:15,0.549,NaN,,NaN
2025-01-29 22:07:30,0.587,NaN,,NaN
2025-01-29 22:07:45,0.641,NaN,,NaN
2025-01-29 22:08:00,0.504,NaN,,NaN
2025-01-29 22:08:15,NaN,NaN,,NaN
2025-01-29 22:08:30,NaN,NaN,,NaN
2025-01-29 22:08:45,NaN,NaN,,NaN
2025-01-29 22:09:00,NaN,NaN,,NaN
2025-01-29 22:09:15,1.47,NaN,,NaN
2025-01-29 22:09:30,1.26,NaN,,NaN
2025-01-29 22:09:45,1.27,NaN,,NaN
2025-01-29 22:10:00,1.50,NaN,,NaN
2025-01-29 22:10:15,1.39,NaN,,NaN
2025-01-29 22:10:30,1.30,NaN,,NaN
2025-01-29 22:10:45,1.18,NaN,,NaN
2025-01-29 22:11:00,1.07,NaN,,NaN
2025-01-29 22:11:15,1.09,NaN,,NaN
2025-01-29 22:11:30,1.25,NaN,,NaN
2025-01-29 22:11:45,1.41,NaN,,NaN
2025-01-29 22:12:00,1.39,NaN,,NaN
2025-01-29 22:12:15,NaN,NaN,,NaN
2025-01-29 22:12:30,NaN,NaN,,NaN
2025-01-29 22:12:45,NaN,NaN,,NaN
2025-01-29 22:13:00,NaN,NaN,,NaN
2025-01-29 22:13:15,2.62,NaN,,NaN
2025-01-29 22:13:30,4.13,NaN,,NaN
2025-01-29 22:13:45,2.78,NaN,,NaN
2025-01-29 22:14:00,3.64,NaN,,NaN
2025-01-29 22:14:15,1.68,NaN,,NaN
2025-01-29 22:14:30,1.64,NaN,,NaN
2025-01-29 22:14:45,1.54,NaN,,NaN
2025-01-29 22:15:00,1.51,NaN,,NaN
2025-01-29 22:15:15,2.35,NaN,,NaN
2025-01-29 22:15:30,1.07,NaN,,NaN
2025-01-29 22:15:45,1.27,NaN,,NaN
2025-01-29 22:16:00,1.22,NaN,,NaN
2025-01-29 22:16:15,NaN,NaN,,NaN
2025-01-29 22:16:30,NaN,NaN,,NaN
2025-01-29 22:16:45,NaN,NaN,,NaN
2025-01-29 22:17:00,NaN,NaN,,NaN
2025-01-29 22:17:15,2.29,NaN,,NaN
2025-01-29 22:17:30,3.42,NaN,,NaN
2025-01-29 22:17:45,2.79,NaN,,NaN
2025-01-29 22:18:00,2.92,NaN,,NaN
2025-01-29 22:18:15,2.72,NaN,,NaN
2025-01-29 22:18:30,3.08,NaN,,NaN
2025-01-29 22:18:45,3.10,NaN,,NaN
2025-01-29 22:19:00,2.51,NaN,,NaN
2025-01-29 22:19:15,3.15,NaN,,NaN
2025-01-29 22:19:30,2.87,NaN,,NaN
2025-01-29 22:19:45,3.10,NaN,,NaN
2025-01-29 22:20:00,3.11,NaN,,NaN
2025-01-29 22:20:15,NaN,NaN,,NaN
2025-01-29 22:20:30,NaN,NaN,,NaN
2025-01-29 22:20:45,NaN,NaN,,NaN
2025-01-29 22:21:00,NaN,NaN,,NaN
2025-01-29 22:21:15,2.62,NaN,,NaN
2025-01-29 22:21:30,3.36,NaN,,NaN
2025-01-29 22:21:45,4.05,NaN,,NaN
2025-01-29 22:22:00,3.85,NaN,,NaN
2025-01-29 22:22:15,3.68,NaN,,NaN
2025-01-29 22:22:30,3.78,NaN,,NaN
2025-01-29 22:22:45,3.97,NaN,,NaN
2025-01-29 22:23:00,4.07,NaN,,NaN
2025-01-29 22:23:15,3.89,NaN,,NaN
2025-01-29 22:23:30,3.62,NaN,,NaN
2025-01-29 22:23:45,4.27,NaN,,NaN
2025-01-29 22:24:00,4.00,NaN,,NaN
2025-01-29 22:24:15,NaN,NaN,,NaN
2025-01-29 22:24:30,NaN,NaN,,NaN
2025-01-29 22:24:45,NaN,NaN,,NaN
2025-01-29 22:25:00,NaN,NaN,,NaN
2025-01-29 22:25:15,3.10,NaN,,NaN
2025-01-29 22:25:30,3.73,NaN,,NaN
2025-01-29 22:25:45,2.59,NaN,,NaN
2025-01-29 22:26:00,2.58,30.0,,NaN
2025-01-29 22:26:15,2.52,30.0,,NaN
2025-01-29 22:26:30,2.20,30.0,,NaN
2025-01-29 22:26:45,2.21,30.0,,NaN
2025-01-29 22:27:00,2.14,30.0,,NaN
2025-01-29 22:27:15,1.98,30.0,,NaN
2025-01-29 22:27:30,1.95,30.0,,NaN
2025-01-29 22:27:45,1.74,30.0,,NaN
2025-01-29 22:28:00,1.63,30.0,,NaN
2025-01-29 22:28:15,NaN,NaN,,NaN
2025-01-29 22:28:30,NaN,NaN,,NaN
2025-01-29 22:28:45,NaN,NaN,,NaN
2025-01-29 22:29:00,NaN,NaN,,NaN
2025-01-29 22:29:15,0.616,NaN,,NaN
2025-01-29 22:29:30,0.600,NaN,,NaN
2025-01-29 22:29:45,0.417,NaN,,NaN
2025-01-29 22:30:00,0.343,NaN,,NaN
2025-01-29 22:30:15,0.343,NaN,,NaN
2025-01-29 22:30:30,0.288,NaN,,NaN
2025-01-29 22:30:45,0.260,NaN,,NaN
2025-01-29 22:31:00,0.250,NaN,,NaN
2025-01-29 22:31:15,0.200,NaN,,NaN
2025-01-29 22:31:30,0.200,NaN,,NaN
2025-01-29 22:31:45,0.195,NaN,,NaN
2025-01-29 22:32:00,0.190,NaN,,NaN
2025-01-29 22:32:15,NaN,NaN,,NaN
2025-01-29 22:32:30,NaN,NaN,,NaN
2025-01-29 22:32:45,NaN,NaN,,NaN
2025-01-29 22:33:00,NaN,NaN,,NaN
2025-01-29 22:33:15,0.419,NaN,,NaN
2025-01-29 22:33:30,0.424,NaN,,NaN
2025-01-29 22:33:45,0.363,NaN,,NaN
2025-01-29 22:34:00,0.335,NaN,,NaN
2025-01-29 22:34:15,0.350,NaN,,NaN
2025-01-29 22:34:30,0.403,NaN,,NaN
2025-01-29 22:34:45,0.357,NaN,,NaN
2025-01-29 22:35:00,0.372,NaN,,NaN
2025-01-29 22:35:15,0.357,NaN,,NaN
2025-01-29 22:35:30,0.322,NaN,,NaN
2025-01-29 22:35:45,0.317,NaN,,NaN
2025-01-29 22:36:00,0.324,NaN,,NaN
2025-01-29 22:36:15,NaN,NaN,,NaN
2025-01-29 22:36:30,NaN,NaN,,NaN
2025-01-29 22:36:45,NaN,NaN,,NaN
2025-01-29 22:37:00,NaN,NaN,,NaN
2025-01-29 22:37:15,1.71,NaN,,NaN
2025-01-29 22:37:30,1.74,NaN,,NaN
2025-01-29 22:37:45,1.32,NaN,,NaN
2025-01-29 22:38:00,0.957,NaN,,NaN
2025-01-29 22:38:15,1.05,NaN,,NaN
2025-01-29 22:38:30,0.731,NaN,,NaN
2025-01-29 22:38:45,0.792,NaN,,NaN
2025-01-29 22:39:00,0.636,NaN,,NaN
2025-01-29 22:39:15,0.622,NaN,,NaN
2025-01-29 22:39:30,0.582,NaN,,NaN
2025-01-29 22:39:45,0.700,NaN,,NaN
2025-01-29 22:40:00,0.514,NaN,,NaN
2025-01-29 22:40:15,NaN,NaN,,NaN
2025-01-29 22:40:30,NaN,NaN,,NaN
2025-01-29 22:40:45,NaN,NaN,,NaN
2025-01-29 22:41:00,NaN,NaN,,NaN
2025-01-29 22:41:15,1.46,NaN,,NaN
2025-01-29 22:41:30,1.30,NaN,,NaN
2025-01-29 22:41:45,1.22,NaN,,NaN
2025-01-29 22:42:00,1.33,NaN,,NaN
2025-01-29 22:42:15,1.47,NaN,,NaN
2025-01-29 22:42:30,1.31,NaN,,NaN
2025-01-29 22:42:45,1.48,NaN,,NaN
2025-01-29 22:43:00,1.45,NaN,,NaN
2025-01-29 22:43:15,1.37,NaN,,NaN
2025-01-29 22:43:30,1.43,NaN,,NaN
2025-01-29 22:43:45,1.47,NaN,,NaN
2025-01-29 22:44:00,1.22,NaN,,NaN
2025-01-29 22:44:15,NaN,NaN,,NaN
2025-01-29 22:44:30,NaN,NaN,,NaN
2025-01-29 22:44:45,NaN,NaN,,NaN
2025-01-29 22:45:00,NaN,NaN,,NaN
2025-01-29 22:45:15,2.54,NaN,,NaN
2025-01-29 22:45:30,3.35,NaN,,NaN
2025-01-29 22:45:45,2.95,NaN,,NaN
2025-01-29 22:46:00,3.54,NaN,,NaN
2025-01-29 22:46:15,1.46,NaN,,NaN
2025-01-29 22:46:30,1.54,NaN,,NaN
2025-01-29 22:46:45,2.01,NaN,,NaN
2025-01-29 22:47:00,1.53,NaN,,NaN
2025-01-29 22:47:15,1.78,NaN,,NaN
2025-01-29 22:47:30,1.23,NaN,,NaN
2025-01-29 22:47:45,1.31,NaN,,NaN
2025-01-29 22:48:00,1.58,NaN,,NaN
2025-01-29 22:48:15,NaN,NaN,,NaN
2025-01-29 22:48:30,NaN,NaN,,NaN
2025-01-29 22:48:45,NaN,NaN,,NaN
2025-01-29 22:49:00,NaN,NaN,,NaN
2025-01-29 22:49:15,2.31,NaN,,NaN
2025-01-29 22:49:30,3.28,NaN,,NaN
2025-01-29 22:49:45,2.65,NaN,,NaN
2025-01-29 22:50:00,3.43,NaN,,NaN
2025-01-29 22:50:15,2.53,NaN,,NaN
2025-01-29 22:50:30,2.69,NaN,,NaN
2025-01-29 22:50:45,3.06,NaN,,NaN
2025-01-29 22:51:00,2.59,NaN,,NaN
2025-01-29 22:51:15,2.52,NaN,,NaN
2025-01-29 22:51:30,3.02,NaN,,NaN
2025-01-29 22:51:45,2.59,NaN,,NaN
2025-01-29 22:52:00,2.90,NaN,,NaN
2025-01-29 22:52:15,NaN,NaN,,NaN
2025-01-29 22:52:30,NaN,NaN,,NaN
2025-01-29 22:52:45,NaN,NaN,,NaN
2025-01-29 22:53:00,NaN,NaN,,NaN
2025-01-29 22:53:15,2.52,NaN,,NaN
2025-01-29 22:53:30,3.33,NaN,,NaN
2025-01-29 22:53:45,4.06,NaN,,NaN
2025-01-29 22:54:00,3.77,NaN,,NaN
2025-01-29 22:54:15,3.80,NaN,,NaN
2025-01-29 22:54:30,3.56,NaN,,NaN
2025-01-29 22:54:45,3.99,NaN,,NaN
2025-01-29 22:55:00,3.62,NaN,,NaN
2025-01-29 22:55:15,3.55,NaN,,NaN
2025-01-29 22:55:30,3.64,NaN,,NaN
2025-01-29 22:55:45,3.81,NaN,,NaN
2025-01-29 22:56:00,3.73,NaN,,NaN
2025-01-29 22:56:15,NaN,NaN,,NaN
2025-01-29 22:56:30,NaN,NaN,,NaN
2025-01-29 22:56:45,NaN,NaN,,NaN
2025-01-29 22:57:00,NaN,NaN,,NaN
2025-01-29 22:57:15,2.60,NaN,,NaN
2025-01-29 22:57:30,4.51,NaN,,NaN
2025-01-29 22:57:45,2.65,NaN,,NaN
2025-01-29 22:58:00,2.74,30.0,,NaN
2025-01-29 22:58:15,2.98,NaN,,NaN
2025-01-29 22:58:30,2.94,NaN,,NaN
2025-01-29 22:58:45,2.31,NaN,,NaN
2025-01-29 22:59:00,2.19,NaN,,NaN
2025-01-29 22:59:15,2.42,NaN,,NaN
2025-01-29 22:59:30,2.20,NaN,,NaN
2025-01-29 22:59:45,2.23,NaN,,NaN
2025-01-29 23:00:00,2.09,NaN,,NaN
2025-01-29 23:00:15,NaN,NaN,,NaN
2025-01-29 23:00:30,NaN,NaN,,NaN
2025-01-29 23:00:45,NaN,NaN,,NaN
2025-01-29 23:01:00,NaN,NaN,,NaN
2025-01-29 23:01:15,3.94,NaN,,NaN
2025-01-29 23:01:30,7.61,NaN,,NaN
2025-01-29 23:01:45,4.39,NaN,,NaN
2025-01-29 23:02:00,4.65,NaN,,NaN
2025-01-29 23:02:15,4.95,NaN,,NaN
2025-01-29 23:02:30,3.83,NaN,,NaN
2025-01-29 23:02:45,4.97,NaN,,NaN
2025-01-29 23:03:00,5.08,NaN,,NaN
2025-01-29 23:03:15,6.80,NaN,,NaN
2025-01-29 23:03:30,6.18,NaN,,NaN
2025-01-29 23:03:45,7.56,30.0,,NaN
2025-01-29 23:04:00,7.43,30.0,,NaN
2025-01-29 23:04:15,NaN,30.0,,NaN
2025-01-29 23:04:30,NaN,NaN,,NaN
2025-01-29 23:04:45,NaN,NaN,,NaN
2025-01-29 23:05:00,NaN,NaN,,NaN
2025-01-29 23:05:15,5.24,NaN,,NaN
2025-01-29 23:05:30,4.71,NaN,,NaN
2025-01-29 23:05:45,5.42,NaN,,NaN
2025-01-29 23:06:00,3.58,NaN,,NaN
2025-01-29 23:06:15,5.68,NaN,,NaN
2025-01-29 23:06:30,3.25,NaN,,NaN
2025-01-29 23:06:45,7.92,NaN,,NaN
2025-01-29 23:07:00,3.42,NaN,,NaN
2025-01-29 23:07:15,8.98,30.0,,NaN
2025-01-29 23:07:30,6.46,NaN,,30.0
2025-01-29 23:07:45,7.72,30.0,,NaN
2025-01-29 23:08:00,7.51,NaN,,NaN
2025-01-29 23:08:15,NaN,NaN,,NaN
2025-01-29 23:08:30,NaN,NaN,,NaN
2025-01-29 23:08:45,NaN,NaN,,NaN
2025-01-29 23:09:00,NaN,NaN,,NaN
2025-01-29 23:09:15,4.57,NaN,,NaN
2025-01-29 23:09:30,4.80,NaN,,NaN
2025-01-29 23:09:45,6.29,NaN,,NaN
2025-01-29 23:10:00,5.47,NaN,,NaN
2025-01-29 23:10:15,8.66,NaN,,NaN
2025-01-29 23:10:30,5.61,NaN,,NaN
2025-01-29 23:10:45,6.60,NaN,,NaN
2025-01-29 23:11:00,6.36,NaN,,NaN
2025-01-29 23:11:15,6.54,NaN,,NaN
2025-01-29 23:11:30,6.40,NaN,,NaN
2025-01-29 23:11:45,8.10,NaN,,NaN
2025-01-29 23:12:00,7.14,NaN,,NaN
2025-01-29 23:12:15,NaN,NaN,,NaN
2025-01-29 23:12:30,NaN,NaN,,NaN
2025-01-29 23:12:45,NaN,NaN,,NaN
2025-01-29 23:13:00,NaN,NaN,,NaN
2025-01-29 23:13:15,3.76,NaN,,NaN
2025-01-29 23:13:30,8.80,NaN,,NaN
2025-01-29 23:13:45,4.55,NaN,,NaN
2025-01-29 23:14:00,5.13,NaN,,NaN
2025-01-29 23:14:15,6.08,NaN,,NaN
2025-01-29 23:14:30,5.96,NaN,,NaN
2025-01-29 23:14:45,6.58,NaN,,NaN
2025-01-29 23:15:00,4.81,NaN,,NaN
2025-01-29 23:15:15,6.27,NaN,,NaN
2025-01-29 23:15:30,5.53,NaN,,NaN
2025-01-29 23:15:45,7.45,NaN,,NaN
2025-01-29 23:16:00,6.00,NaN,,NaN
2025-01-29 23:16:15,NaN,NaN,,NaN
2025-01-29 23:16:30,NaN,NaN,,NaN
2025-01-29 23:16:45,NaN,NaN,,NaN
2025-01-29 23:17:00,NaN,NaN,,NaN
2025-01-29 23:17:15,4.51,NaN,,NaN
2025-01-29 23:17:30,5.58,NaN,,NaN
2025-01-29 23:17:45,4.37,NaN,,NaN
2025-01-29 23:18:00,5.46,NaN,,NaN
2025-01-29 23:18:15,4.76,NaN,,NaN
2025-01-29 23:18:30,4.90,NaN,,NaN
2025-01-29 23:18:45,5.05,NaN,,NaN
2025-01-29 23:19:00,4.62,NaN,,NaN
2025-01-29 23:19:15,6.87,NaN,,NaN
2025-01-29 23:19:30,6.51,NaN,,NaN
2025-01-29 23:19:45,7.76,30.0,,NaN
2025-01-29 23:20:00,7.91,30.0,,NaN
2025-01-29 23:20:15,NaN,NaN,,NaN
2025-01-29 23:20:30,NaN,NaN,,NaN
2025-01-29 23:20:45,NaN,NaN,,NaN
2025-01-29 23:21:00,NaN,NaN,,NaN
2025-01-29 23:21:15,4.48,NaN,,NaN
2025-01-29 23:21:30,4.77,NaN,,NaN
2025-01-29 23:21:45,7.47,NaN,,NaN
2025-01-29 23:22:00,3.44,NaN,,NaN
2025-01-29 23:22:15,9.18,NaN,,NaN
2025-01-29 23:22:30,3.64,NaN,,NaN
2025-01-29 23:22:45,7.99,NaN,,NaN
2025-01-29 23:23:00,2.89,NaN,,NaN
2025-01-29 23:23:15,8.60,30.0,,NaN
2025-01-29 23:23:30,6.39,NaN,,NaN
2025-01-29 23:23:45,6.51,30.0,,NaN
2025-01-29 23:24:00,5.65,NaN,,NaN
2025-01-29 23:24:15,NaN,NaN,,NaN
2025-01-29 23:24:30,NaN,NaN,,NaN
2025-01-29 23:24:45,NaN,NaN,,NaN
2025-01-29 23:25:00,NaN,NaN,,NaN
2025-01-29 23:25:15,4.48,NaN,,NaN
2025-01-29 23:25:30,7.21,NaN,,NaN
2025-01-29 23:25:45,6.90,NaN,,NaN
2025-01-29 23:26:00,7.68,NaN,,NaN
2025-01-29 23:26:15,8.09,NaN,,NaN
2025-01-29 23:26:30,6.97,NaN,,NaN
2025-01-29 23:26:45,6.89,NaN,,NaN
2025-01-29 23:27:00,8.25,NaN,,NaN
2025-01-29 23:27:15,5.37,NaN,,NaN
2025-01-29 23:27:30,5.71,NaN,,NaN
2025-01-29 23:27:45,7.76,NaN,,NaN
2025-01-29 23:28:00,7.15,NaN,,NaN
2025-01-29 23:28:15,NaN,NaN,,NaN
2025-01-29 23:28:30,NaN,NaN,,NaN
2025-01-29 23:28:45,NaN,NaN,,NaN
2025-01-29 23:29:00,NaN,NaN,,NaN
2025-01-29 23:29:15,4.90,NaN,,NaN
2025-01-29 23:29:30,5.61,NaN,,NaN
2025-01-29 23:29:45,4.04,NaN,,NaN
2025-01-29 23:30:00,8.09,NaN,,NaN
2025-01-29 23:30:15,7.45,NaN,,NaN
2025-01-29 23:30:30,5.65,NaN,,NaN
2025-01-29 23:30:45,6.57,NaN,,NaN
2025-01-29 23:31:00,5.79,NaN,,NaN
2025-01-29 23:31:15,5.60,NaN,,NaN
2025-01-29 23:31:30,5.42,NaN,,NaN
2025-01-29 23:31:45,6.99,NaN,,NaN
2025-01-29 23:32:00,5.65,NaN,,NaN
2025-01-29 23:32:15,NaN,NaN,,NaN
2025-01-29 23:32:30,NaN,NaN,,NaN
2025-01-29 23:32:45,NaN,NaN,,NaN
2025-01-29 23:33:00,NaN,NaN,,NaN
2025-01-29 23:33:15,0.593,NaN,,NaN
2025-01-29 23:33:30,0.610,NaN,,NaN
2025-01-29 23:33:45,0.419,NaN,,NaN
2025-01-29 23:34:00,0.359,NaN,,NaN
2025-01-29 23:34:15,0.340,NaN,,NaN
2025-01-29 23:34:30,0.280,NaN,,NaN
2025-01-29 23:34:45,0.262,NaN,,NaN
2025-01-29 23:35:00,0.281,NaN,,NaN
2025-01-29 23:35:15,0.203,NaN,,NaN
2025-01-29 23:35:30,0.210,NaN,,NaN
2025-01-29 23:35:45,0.208,NaN,,NaN
2025-01-29 23:36:00,0.169,NaN,,NaN
2025-01-29 23:36:15,NaN,NaN,,NaN
2025-01-29 23:36:30,NaN,NaN,,NaN
2025-01-29 23:36:45,NaN,NaN,,NaN
2025-01-29 23:37:00,NaN,NaN,,NaN
2025-01-29 23:37:15,0.418,NaN,,NaN
2025-01-29 23:37:30,0.413,NaN,,NaN
2025-01-29 23:37:45,0.354,NaN,,NaN
2025-01-29 23:38:00,0.394,NaN,,NaN
2025-01-29 23:38:15,0.371,NaN,,NaN
2025-01-29 23:38:30,0.350,NaN,,NaN
2025-01-29 23:38:45,0.317,NaN,,NaN
2025-01-29 23:39:00,0.374,NaN,,NaN
2025-01-29 23:39:15,0.311,NaN,,NaN
2025-01-29 23:39:30,0.360,NaN,,NaN
2025-01-29 23:39:45,0.344,NaN,,NaN
2025-01-29 23:40:00,0.334,NaN,,NaN
2025-01-29 23:40:15,NaN,NaN,,NaN
2025-01-29 23:40:30,NaN,NaN,,NaN
2025-01-29 23:40:45,NaN,NaN,,NaN
2025-01-29 23:41:00,NaN,NaN,,NaN
2025-01-29 23:41:15,1.62,NaN,,NaN
2025-01-29 23:41:30,1.63,NaN,,NaN
2025-01-29 23:41:45,1.46,NaN,,NaN
2025-01-29 23:42:00,0.885,NaN,,NaN
2025-01-29 23:42:15,0.894,NaN,,NaN
2025-01-29 23:42:30,0.810,NaN,,NaN
2025-01-29 23:42:45,0.603,NaN,,NaN
2025-01-29 23:43:00,0.774,NaN,,NaN
2025-01-29 23:43:15,0.615,NaN,,NaN
2025-01-29 23:43:30,0.567,NaN,,NaN
2025-01-29 23:43:45,0.591,NaN,,NaN
2025-01-29 23:44:00,0.453,NaN,,NaN
2025-01-29 23:44:15,NaN,NaN,,NaN
2025-01-29 23:44:30,NaN,NaN,,NaN
2025-01-29 23:44:45,NaN,NaN,,NaN
2025-01-29 23:45:00,NaN,NaN,,NaN
2025-01-29 23:45:15,1.61,NaN,,NaN
2025-01-29 23:45:30,1.26,NaN,,NaN
2025-01-29 23:45:45,1.27,NaN,,NaN
2025-01-29 23:46:00,1.38,NaN,,NaN
2025-01-29 23:46:15,1.31,NaN,,NaN
2025-01-29 23:46:30,1.44,NaN,,NaN
2025-01-29 23:46:45,1.25,NaN,,NaN
2025-01-29 23:47:00,1.30,NaN,,NaN
2025-01-29 23:47:15,1.13,NaN,,NaN
2025-01-29 23:47:30,1.24,NaN,,NaN
2025-01-29 23:47:45,1.27,NaN,,NaN
2025-01-29 23:48:00,1.31,NaN,,NaN
2025-01-29 23:48:15,NaN,NaN,,NaN
2025-01-29 23:48:30,NaN,NaN,,NaN
2025-01-29 23:48:45,NaN,NaN,,NaN
2025-01-29 23:49:00,NaN,NaN,,NaN
2025-01-29 23:49:15,2.23,NaN,,NaN
2025-01-29 23:49:30,4.05,NaN,,NaN
2025-01-29 23:49:45,3.13,NaN,,NaN
2025-01-29 23:50:00,2.92,NaN,,NaN
2025-01-29 23:50:15,1.50,NaN,,NaN
2025-01-29 23:50:30,1.94,NaN,,NaN
2025-01-29 23:50:45,1.77,NaN,,NaN
2025-01-29 23:51:00,1.79,NaN,,NaN
2025-01-29 23:51:15,1.11,NaN,,NaN
2025-01-29 23:51:30,1.27,NaN,,NaN
2025-01-29 23:51:45,1.11,NaN,,NaN
2025-01-29 23:52:00,0.838,NaN,,NaN
2025-01-29 23:52:15,NaN,NaN,,NaN
2025-01-29 23:52:30,NaN,NaN,,NaN
2025-01-29 23:52:45,NaN,NaN,,NaN
2025-01-29 23:53:00,NaN,NaN,,NaN
2025-01-29 23:53:15,2.04,NaN,,NaN
2025-01-29 23:53:30,3.32,NaN,,NaN
2025-01-29 23:53:45,2.51,NaN,,NaN
2025-01-29 23:54:00,3.35,NaN,,NaN
2025-01-29 23:54:15,2.64,NaN,,NaN
2025-01-29 23:54:30,2.62,NaN,,NaN
2025-01-29 23:54:45,2.71,NaN,,NaN
2025-01-29 23:55:00,2.66,NaN,,NaN
2025-01-29 23:55:15,2.73,NaN,,NaN
2025-01-29 23:55:30,3.20,NaN,,NaN
2025-01-29 23:55:45,3.28,NaN,,NaN
2025-01-29 23:56:00,2.81,NaN,,NaN
